,Vehicle Full Code,Vehicle Code,OEM Model Name,SIAM Company Code,SIAM Segment 1,SIAM Segment 2,SIAM Fuel,Production Qty,Domestic Sale,Export Sale,Category Name,YrMth
10395,NMMRBBCTPT,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,PETROL,9267,508,11929,Passenger car PV,01-07-2015
10396,RIPEBBCTDI,PE,Pulse,RENAULT INDIA PVT LTD,B+,Compact:,DIESEL,72,79,0,Passenger car PV,01-07-2015
10397,TMVEF1V1DI,VE,Venture,TATA MOTORS LTD,MPV,V1:,DIESEL,49,54,0,Vans PV,01-07-2015
10398,MSOIF1V1PT,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,7572,7436,122,Vans PV,01-07-2015
10399,MSEEF1V1PT,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,5179,4451,38,Vans PV,01-07-2015
10400,MMMMF1V1DI,MM,Maxximo Minivan VX,MAHINDRA & MAHINDRA LTD,MPV,V1:,DIESEL,877,718,314,Vans PV,01-07-2015
10401,TKPRF2U5DI,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,3,0,Utility vehicles PV,01-07-2015
10402,TKLRF2U5DI,LR,Land Cruiser,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,3,0,Utility vehicles PV,01-07-2015
10403,TKFRF2U4DI,FR,Fortuner,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV4:,DIESEL,1709,1590,0,Utility vehicles PV,01-07-2015
10404,SKYIF2U4DI,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,DIESEL,13,6,0,Utility vehicles PV,01-07-2015
10405,RIKSF2U4DI,KS,Koleos,RENAULT INDIA PVT LTD,SUV,UV4:,DIESEL,0,1,0,Utility vehicles PV,01-07-2015
10406,MMRNF2U4DI,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,DIESEL,41,28,0,Utility vehicles PV,01-07-2015
10407,IMMUF2U4DI,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,30,39,0,Utility vehicles PV,01-07-2015
10408,HYSFF2U4DI,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,DIESEL,75,121,0,Utility vehicles PV,01-07-2015
10409,HCCVF2U4PT,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,PETROL,120,130,0,Utility vehicles PV,01-07-2015
10410,GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,0,5,0,Utility vehicles PV,01-07-2015
10411,FIEVF2U4DI,EV,Endeavour,FORD INDIA PVT LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-07-2015
10412,TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,0,0,0,Utility vehicles PV,01-07-2015
10413,TMAAF2U3DI,AA,Aria,TATA MOTORS LTD,SUV,UV3,DIESEL,16,37,0,Utility vehicles PV,01-07-2015
10414,FMTXF1U3DI,TX,Trax,FORCE MOTORS LTD,MPV,UV3,DIESEL,100,158,0,Utility vehicles PV,01-07-2015
10415,FMFOF2U3DI,FO,Force One,FORCE MOTORS LTD,SUV,UV3,DIESEL,23,10,1,Utility vehicles PV,01-07-2015
10416,TKIAF1U2DI,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,DIESEL,5825,5449,0,Utility vehicles PV,01-07-2015
10417,TMSIF2U2DI,SI,Safari,TATA MOTORS LTD,SUV,UV2,DIESEL,1294,1029,15,Utility vehicles PV,01-07-2015
10418,RILYF1U1DI,LY,Lodgy,RENAULT INDIA PVT LTD,MPV,UV1,DIESEL,2075,522,0,Utility vehicles PV,01-07-2015
10419,MMXOF1U2DI,XO,Xylo,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,730,742,29,Utility vehicles PV,01-07-2015
10420,MMX5F2U2DI,X5,Xuv500,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,3035,3105,236,Utility vehicles PV,01-07-2015
10421,MMSPF2U2DI,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,3395,3381,186,Utility vehicles PV,01-07-2015
10422,FAGPBBCTPT,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,61,69,0,Passenger car PV,01-07-2015
10423,TMMACCMSDI,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,DIESEL,58,42,13,Passenger car PV,01-01-2015
10424,MSCICCMSPT,CI,CIAZ,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,PETROL,4645,2841,1818,Passenger car PV,01-02-2015
10425,MSCICCMSDI,CI,CIAZ,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,DIESEL,2114,2569,0,Passenger car PV,01-02-2015
10426,MSCOOBCTPT,CO,Celerio,MARUTI SUZUKI INDIA LTD,B,Compact:,PETROL,8087,6772,1009,Passenger car PV,01-02-2015
10427,MSCOOBCTDI,CO,Celerio,MARUTI SUZUKI INDIA LTD,B,Compact:,DIESEL,0,0,0,Passenger car PV,01-02-2015
10428,GMCPF2U4DI,CP,Captiva,GENERAL MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,0,3,0,Utility vehicles PV,01-02-2015
10429,TKCYOEPMPT,CY,Camry,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,PETROL,12,16,0,Passenger car PV,01-02-2015
10430,TKCYOEPMHY,CY,CAMRY,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,HYBRID,31,32,0,Passenger car PV,01-02-2015
10431,HCBIOBCTPT,BI,Brio,HONDA CARS INDIA LTD,B,Compact:,PETROL,1312,1397,241,Passenger car PV,01-02-2015
10432,TMBLOBCTPT,BL,Bolt,TATA MOTORS LTD,B,Compact:,PETROL,589,1034,0,Passenger car PV,01-02-2015
10433,TMBLOBCTDI,BL,Bolt,TATA MOTORS LTD,B,Compact:,DIESEL,602,1252,0,Passenger car PV,01-02-2015
10434,MMBOF1U1DI,BO,Bolero,MAHINDRA & MAHINDRA LTD,MPV,UV1,DIESEL,8484,8607,34,Utility vehicles PV,01-02-2015
10435,VIJAODEEPT,JA,Jetta,VOLKSWAGEN INDIA PVT LTD,D,Executive,PETROL,14,17,0,Passenger car PV,01-02-2015
10436,NMTOF2U1PT,TO,TERRANO,NISSAN MOTOR INDIA PVT LTD,SUV,UV1,PETROL,65,34,0,Utility vehicles PV,01-02-2015
10437,NMTOF2U1DI,TO,TERRANO,NISSAN MOTOR INDIA PVT LTD,SUV,UV1,DIESEL,773,929,45,Utility vehicles PV,01-02-2015
10438,NMTAOEPMPT,TA,Teana,NISSAN MOTOR INDIA PVT LTD,E,Premium:,PETROL,0,0,0,Passenger car PV,01-02-2015
10439,GMTVF1U2DI,TV,Tavera,GENERAL MOTORS INDIA PVT LTD,MPV,UV2,DIESEL,1150,1090,0,Utility vehicles PV,01-02-2015
10440,MSSXCCMSPT,SX,SX4,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,PETROL,0,0,0,Passenger car PV,01-02-2015
10441,MSSXCCMSDI,SX,SX4,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,DIESEL,0,0,0,Passenger car PV,01-02-2015
10442,MSSWBBCTPT,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,11154,9121,1888,Passenger car PV,01-02-2015
10443,MSSWBBCTDI,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,10668,10425,0,Passenger car PV,01-02-2015
10444,SKSBOEPMPT,SB,Superb,SKODAAUTO INDIA PVT LTD,E,Premium:,PETROL,59,51,0,Passenger car PV,01-02-2015
10445,SKSBOEPMDI,SB,Superb,SKODAAUTO INDIA PVT LTD,E,Premium:,DIESEL,127,62,0,Passenger car PV,01-02-2015
10446,NMSYCCMSPT,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,PETROL,2492,169,2721,Passenger car PV,01-02-2015
10447,NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,99,193,0,Passenger car PV,01-02-2015
10448,TMSOF1U1DI,SO,TATA Sumo,TATA MOTORS LTD,MPV,UV1,DIESEL,1237,1269,42,Utility vehicles PV,01-02-2015
10449,ALSEF1U1DI,SE,STILE,ASHOK LEYLAND LTD,MPV,UV1,DIESEL,25,25,0,Utility vehicles PV,01-02-2015
10450,MMSTF1U1DI,ST,ST,MAHINDRA & MAHINDRA LTD,MPV,UV1,DIESEL,662,709,1,Utility vehicles PV,01-02-2015
10451,GMSKOBMIPT,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,PETROL,140,130,1,Passenger car PV,01-02-2015
10452,GMSKOBMILP,SK,Spark,GENERAL MOTORS INDIA PVT LTD,B,Mini:,LPG,0,0,0,Passenger car PV,01-02-2015
10453,HYSNOEPMPT,SN,Sonata,HYUNDAI MOTOR INDIA LTD,E,Premium:,PETROL,0,0,0,Passenger car PV,01-02-2015
10454,MMSPF2U2DI,SP,Scorpio,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,5136,4813,206,Utility vehicles PV,01-02-2015
10455,RISACCMSPT,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,PETROL,0,0,0,Passenger car PV,01-02-2015
10456,RISACCMSDI,SA,Scala,RENAULT INDIA PVT LTD,C+,Mid-Size,DIESEL,0,211,0,Passenger car PV,01-02-2015
10457,HYSROBMIPT,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,0,0,0,Passenger car PV,01-02-2015
10458,HCCTCCMSDI,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,DIESEL,3311,3125,1,Passenger car PV,01-02-2015
10459,FIFFOCMSDI,FF,Ford Fiesta,FORD INDIA PVT LTD,C,Mid-Size,DIESEL,100,40,0,Passenger car PV,01-02-2015
10460,VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,0,0,0,Passenger car PV,01-02-2015
10461,GMBTOBCTPT,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,PETROL,463,440,508,Passenger car PV,01-02-2015
10462,GMBTOBCTLP,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,LPG,0,0,0,Passenger car PV,01-02-2015
10463,GMBTOBCTDI,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,DIESEL,928,841,0,Passenger car PV,01-02-2015
10464,MSAROBMIPT,AR,A-Star,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,0,0,0,Passenger car PV,01-02-2015
10465,TMAAF2U3DI,AA,Aria,TATA MOTORS LTD,SUV,UV3,DIESEL,4,24,0,Utility vehicles PV,01-02-2015
10466,HMABOCMSPT,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,PETROL,0,0,0,Passenger car PV,01-02-2015
10467,HMABOCMSDI,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,DIESEL,0,0,0,Passenger car PV,01-02-2015
10468,HMABOCMSCN,AB,Ambassador,HINDUSTAN MOTORS LTD,C,Mid-Size,CNG,0,0,0,Passenger car PV,01-02-2015
10469,HCAEOCCTPT,AE,Amaze,HONDA CARS INDIA LTD,C,Compact:,PETROL,4055,3766,87,Passenger car PV,01-02-2015
10470,HCAEOCCTDI,AE,Amaze,HONDA CARS INDIA LTD,C,Compact:,DIESEL,3356,3397,3,Passenger car PV,01-02-2015
10471,MSAOOBMIPT,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,31367,25673,4125,Passenger car PV,01-02-2015
10472,TMAMF1V2DI,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,DIESEL,1048,1082,17,Vans PV,01-02-2015
10473,TMAMF1V2CN,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,CNG,36,0,0,Vans PV,01-02-2015
10474,HCADOEPMPT,AD,Accord,HONDA CARS INDIA LTD,E,Premium:,PETROL,0,0,0,Passenger car PV,01-02-2015
10475,HYATOCSCPT,AT,Accent,HYUNDAI MOTOR INDIA LTD,C,Super Compact,PETROL,900,0,803,Passenger car PV,01-02-2015
10476,TMNOALMOCN,NO,Nano,TATA MOTORS LTD,A LOW,Micro,CNG,275,275,0,Passenger car PV,01-02-2015
10477,TMICOCCTCN,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,CNG,45,51,0,Passenger car PV,01-02-2015
10478,TMICOCCTDI,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,DIESEL,2880,2848,10,Passenger car PV,01-02-2015
10479,TMICOCCTPT,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,PETROL,8,2,8,Passenger car PV,01-02-2015
10480,HFJSF2U4DI,JS,PAJERO SPORT,HINDUSTAN MOTOR FINANCE CORPORATION LTD,SUV,UV4:,DIESEL,285,213,0,Utility vehicles PV,01-02-2015
10481,VIPHP1U4PT,PH,Phaeton,VOLKSWAGEN INDIA PVT LTD,Premium Cars 1,UV4:,PETROL,0,1,0,Utility vehicles PV,01-02-2015
10482,MSEEF1V1PT,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,4735,4702,46,Vans PV,01-02-2015
10483,MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,6461,5501,276,Passenger car PV,01-02-2015
10484,MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,11837,11584,0,Passenger car PV,01-02-2015
10485,RIDRF2U1PT,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,PETROL,6,25,0,Utility vehicles PV,01-02-2015
10486,RIDRF2U1DI,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,DIESEL,3131,2968,0,Utility vehicles PV,01-02-2015
10487,NMDGOBCTPT,DG,DATSUN GO,NISSAN MOTOR INDIA PVT LTD,B,Compact:,PETROL,1684,1477,593,Passenger car PV,01-02-2015
10488,HCCVF2U4PT,CV,CRV,HONDA CARS INDIA LTD,SUV,UV4:,PETROL,90,140,1,Utility vehicles PV,01-02-2015
10489,GMCEODEEDI,CE,Cruze,GENERAL MOTORS INDIA PVT LTD,D,Executive,DIESEL,115,75,0,Passenger car PV,01-02-2015
10490,TKCAODEEPT,CA,Corolla,TOYOTA KIRLOSKAR MOTOR PVT LTD,D,Executive,PETROL,449,450,0,Passenger car PV,01-02-2015
10491,TKCAODEEDI,CA,Corolla,TOYOTA KIRLOSKAR MOTOR PVT LTD,D,Executive,DIESEL,251,283,0,Passenger car PV,01-02-2015
10492,HCCTCCMSPT,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,PETROL,3919,3380,146,Passenger car PV,01-02-2015
10493,HYSROBMILP,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,LPG,0,0,0,Passenger car PV,01-02-2015
10494,TMMACCMSDI,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,DIESEL,55,70,0,Passenger car PV,01-02-2015
10495,TMMIF1V2DI,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,DIESEL,621,748,0,Vans PV,01-02-2015
10496,TMMIF1V2CN,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,CNG,98,0,0,Vans PV,01-02-2015
10497,MSM8OAMIPT,M8,M800,MARUTI SUZUKI INDIA LTD,A,Mini:,PETROL,0,0,0,Passenger car PV,01-02-2015
10498,TKLHBBCTPT,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,PETROL,1766,694,1039,Passenger car PV,01-02-2015
10499,TKLHBBCTDI,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,DIESEL,848,1053,3,Passenger car PV,01-02-2015
10500,FALACCEEPT,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,PETROL,30,32,0,Passenger car PV,01-02-2015
10501,FALACCEEDI,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,DIESEL,108,145,0,Passenger car PV,01-02-2015
10502,SKLUODEEPT,LU,Laura,SKODAAUTO INDIA PVT LTD,D,Executive,PETROL,0,0,0,Passenger car PV,01-02-2015
10503,SKLUODEEDI,LU,Laura,SKODAAUTO INDIA PVT LTD,D,Executive,DIESEL,0,0,0,Passenger car PV,01-02-2015
10504,TKLRF2U5DI,LR,Land Cruiser,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,7,0,Utility vehicles PV,01-02-2015
10505,MSKIOEEEPT,KI,Kizashi,MARUTI SUZUKI INDIA LTD,E,Executive,PETROL,0,0,0,Passenger car PV,01-02-2015
10506,RIKSF2U4DI,KS,Koleos,RENAULT INDIA PVT LTD,SUV,UV4:,DIESEL,1,4,0,Utility vehicles PV,01-02-2015
10507,GMSLOCMSPT,SL,Sail,GENERAL MOTORS INDIA PVT LTD,C,Mid-Size,PETROL,331,256,3,Passenger car PV,01-02-2015
10508,GMSLOCMSDI,SL,Sail,GENERAL MOTORS INDIA PVT LTD,C,Mid-Size,DIESEL,172,188,0,Passenger car PV,01-02-2015
10509,GMSUBBCTPT,SU,Sail UVa,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,PETROL,206,147,2,Passenger car PV,01-02-2015
10510,GMSUBBCTDI,SU,Sail UVa,GENERAL MOTORS INDIA PVT LTD,B+,Compact:,DIESEL,77,111,0,Passenger car PV,01-02-2015
10511,TMSIF2U2DI,SI,Safari,TATA MOTORS LTD,SUV,UV2,DIESEL,236,620,7,Utility vehicles PV,01-02-2015
10512,MSRZBBCTPT,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,1376,1071,298,Passenger car PV,01-02-2015
10513,MSRZBBCTDI,RZ,Ritz,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,590,856,0,Passenger car PV,01-02-2015
10514,MMRNF2U4DI,RN,Rexton,MAHINDRA & MAHINDRA LTD,SUV,UV4:,DIESEL,40,66,0,Utility vehicles PV,01-02-2015
10515,RIRFODEEPT,RF,Renault FLUENCE,RENAULT INDIA PVT LTD,D,Executive,PETROL,0,0,0,Passenger car PV,01-02-2015
10516,RIRFODEEDI,RF,Renault FLUENCE,RENAULT INDIA PVT LTD,D,Executive,DIESEL,1,19,0,Passenger car PV,01-02-2015
10517,SKRDCCMSPT,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,PETROL,240,181,0,Passenger car PV,01-02-2015
10518,SKRDCCMSDI,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,DIESEL,996,729,0,Passenger car PV,01-02-2015
10519,MSOIF1V1PT,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,6759,6599,118,Vans PV,01-02-2015
10520,HMJSF2U4DI,JS,PAJERO SPORT,HINDUSTAN MOTORS LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-02-2015
10521,VIPTOEPMDI,PT,Passat,VOLKSWAGEN INDIA PVT LTD,E,Premium:,DIESEL,0,1,0,Passenger car PV,01-02-2015
10522,VIPOBBCTDI,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,DIESEL,1103,856,0,Passenger car PV,01-02-2015
10523,MMQOF2U1DI,QO,Quanto,MAHINDRA & MAHINDRA LTD,SUV,UV1,DIESEL,184,113,87,Utility vehicles PV,01-02-2015
10524,RIPEBBCTPT,PE,Pulse,RENAULT INDIA PVT LTD,B+,Compact:,PETROL,100,47,0,Passenger car PV,01-02-2015
10525,RIPEBBCTDI,PE,Pulse,RENAULT INDIA PVT LTD,B+,Compact:,DIESEL,150,145,0,Passenger car PV,01-02-2015
10526,VIPOBBCTPT,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,PETROL,2278,1551,340,Passenger car PV,01-02-2015
10527,TKPRF2U5DI,PR,Prado,TOYOTA KIRLOSKAR MOTOR PVT LTD,SUV,UV5:,DIESEL,0,2,0,Utility vehicles PV,01-02-2015
10528,TMMACCMSPT,MA,Manza,TATA MOTORS LTD,C+,Mid-Size,PETROL,0,3,0,Passenger car PV,01-02-2015
10529,HYSFF2U4DI,SF,Santa Fe,HYUNDAI MOTOR INDIA LTD,SUV,UV4:,DIESEL,192,142,0,Utility vehicles PV,01-02-2015
10530,TMZTOBCTPT,ZT,Zest,TATA MOTORS LTD,B,Compact:,PETROL,1893,1035,22,Passenger car PV,01-02-2015
10531,TMZTOBCTDI,ZT,Zest,TATA MOTORS LTD,B,Compact:,DIESEL,1540,1086,5,Passenger car PV,01-02-2015
10532,SKYIF2U4DI,YI,Yeti,SKODAAUTO INDIA PVT LTD,SUV,UV4:,DIESEL,0,7,0,Utility vehicles PV,01-02-2015
10533,MMXOF1U2DI,XO,Xylo,MAHINDRA & MAHINDRA LTD,MPV,UV2,DIESEL,722,662,28,Utility vehicles PV,01-02-2015
10534,MMX5F2U2DI,X5,Xuv500,MAHINDRA & MAHINDRA LTD,SUV,UV2,DIESEL,3184,2835,341,Utility vehicles PV,01-02-2015
10535,NMXTF2U4DI,XT,X-Trail,NISSAN MOTOR INDIA PVT LTD,SUV,UV4:,DIESEL,0,0,0,Utility vehicles PV,01-02-2015
10536,TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,29,1,0,Utility vehicles PV,01-02-2015
10537,HYXCOCCTPT,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,PETROL,6165,2854,2325,Passenger car PV,01-02-2015
10538,HYXCOCCTDI,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,DIESEL,849,1193,0,Passenger car PV,01-02-2015
10539,MSWROBMIPT,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,14558,14315,32,Passenger car PV,01-02-2015
10540,MSWROBMILP,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,LPG,0,0,0,Passenger car PV,01-02-2015
10541,MSVAF2U4PT,VA,Vitara,MARUTI SUZUKI INDIA LTD,SUV,UV4:,PETROL,0,0,0,Utility vehicles PV,01-02-2015
10542,MMVBBBCTDI,VB,Vibe,MAHINDRA & MAHINDRA LTD,B+,Compact:,DIESEL,140,134,0,Passenger car PV,01-02-2015
10543,HYVRCCMSPT,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,PETROL,906,1128,0,Passenger car PV,01-02-2015
10544,HYVRCCMSDI,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,DIESEL,1101,1575,0,Passenger car PV,01-02-2015
10545,MMVTOCSCPT,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,PETROL,0,0,0,Passenger car PV,01-02-2015
10546,MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,160,164,0,Passenger car PV,01-02-2015
10547,TMVEF1V1DI,VE,Venture,TATA MOTORS LTD,MPV,V1:,DIESEL,50,48,0,Vans PV,01-02-2015
10548,VIVOCCMSPT,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,PETROL,4071,374,3059,Passenger car PV,01-02-2015
10549,VIVOCCMSDI,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,DIESEL,964,785,124,Passenger car PV,01-02-2015
10550,FMTPF1V2DI,TP,Trip,FORCE MOTORS LTD,MPV,V2:,DIESEL,0,0,0,Vans PV,01-02-2015
10551,FMTGF1U1DI,TG,Trax-Gama,FORCE MOTORS LTD,MPV,UV1,DIESEL,26,32,0,Utility vehicles PV,01-02-2015
10552,FMTXF1U3DI,TX,Trax,FORCE MOTORS LTD,MPV,UV3,DIESEL,152,186,0,Utility vehicles PV,01-02-2015
10553,SKOAP3EEPT,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,PETROL,76,60,0,Passenger car PV,01-02-2015
10554,SKOAP3EEDI,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,DIESEL,211,180,0,Passenger car PV,01-02-2015
10555,TMNOALMOPT,NO,Nano,TATA MOTORS LTD,A LOW,Micro,PETROL,1693,1021,25,Passenger car PV,01-02-2015
10556,IMMUF2U4DI,MU,MU-7,ISUZU MOTORS INDIA PVT LTD,SUV,UV4:,DIESEL,81,41,0,Utility vehicles PV,01-02-2015
10557,HCMBF1U1PT,MB,Mobilio,HONDA CARS INDIA LTD,MPV,UV1,PETROL,662,664,133,Utility vehicles PV,01-02-2015
10558,HCMBF1U1DI,MB,Mobilio,HONDA CARS INDIA LTD,MPV,UV1,DIESEL,1141,1033,3,Utility vehicles PV,01-02-2015
10559,NMMRBBCTPT,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,PETROL,9047,432,8320,Passenger car PV,01-02-2015
10560,NMMRBBCTDI,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,DIESEL,0,206,0,Passenger car PV,01-02-2015
10561,MMMOF1V2DI,MO,Maxximo,MAHINDRA & MAHINDRA LTD,MPV,V2:,DIESEL,265,173,15,Vans PV,01-02-2015
10562,MMMMF1V1DI,MM,Maxximo Minivan VX,MAHINDRA & MAHINDRA LTD,MPV,V1:,DIESEL,800,528,225,Vans PV,01-02-2015
10563,TMXNF2U3DI,XN,Xenon,TATA MOTORS LTD,SUV,UV3,DIESEL,8,0,0,Utility vehicles PV,01-01-2015
10564,TMVEF1V1DI,VE,Venture,TATA MOTORS LTD,MPV,V1:,DIESEL,27,53,0,Vans PV,01-01-2015
10565,TMSOF1U1DI,SO,TATA Sumo,TATA MOTORS LTD,MPV,UV1,DIESEL,663,660,61,Utility vehicles PV,01-01-2015
10566,TMSIF2U2DI,SI,Safari,TATA MOTORS LTD,SUV,UV2,DIESEL,1104,642,10,Utility vehicles PV,01-01-2015
10567,TMNOALMOPT,NO,Nano,TATA MOTORS LTD,A LOW,Micro,PETROL,1903,1822,30,Passenger car PV,01-01-2015
10568,TMNOALMOCN,NO,Nano,TATA MOTORS LTD,A LOW,Micro,CNG,175,178,0,Passenger car PV,01-01-2015
10569,TMMIF1V2DI,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,DIESEL,650,667,0,Vans PV,01-01-2015
10570,NMTOF2U1PT,TO,TERRANO,NISSAN MOTOR INDIA PVT LTD,SUV,UV1,PETROL,0,58,0,Utility vehicles PV,01-01-2015
10571,NMTOF2U1DI,TO,TERRANO,NISSAN MOTOR INDIA PVT LTD,SUV,UV1,DIESEL,101,1502,0,Utility vehicles PV,01-01-2015
10572,NMTAOEPMPT,TA,Teana,NISSAN MOTOR INDIA PVT LTD,E,Premium:,PETROL,0,0,0,Passenger car PV,01-01-2015
10573,NMSYCCMSPT,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,PETROL,3365,254,1920,Passenger car PV,01-01-2015
10574,NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,123,137,0,Passenger car PV,01-01-2015
10575,NMMRBBCTPT,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,PETROL,9040,563,7473,Passenger car PV,01-01-2015
10576,NMMRBBCTDI,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,DIESEL,44,89,0,Passenger car PV,01-01-2015
